| Object_ID |           x_center |           y_center | f1_id | f2_id |          separation |
|       164 |  526.1627876848792 |  145.7488662351048 |   351 |   360 |  1.3565016582322325 |
|       165 |  652.0664166203953 | 144.98678912858577 |   352 |   363 |  1.3396493902264697 |
|       166 | 201.96769093907622 |   148.040978085255 |   359 |   374 |  1.3641499959439647 |
|       167 |  552.9922083452923 | 147.73362992775492 |   360 |   372 |  1.2767740981135094 |
|       168 |  567.6586598672077 | 149.04400884039944 |   362 |   376 |  1.3177648351503528 |
|       169 |  720.6234332707352 | 148.82454546830434 |   366 |   377 |  1.2295445270594452 |
|       170 | 113.08010630381618 | 150.53063504031763 |   371 |   378 |  1.4464597069276763 |
|       171 |  332.8882018094022 |  151.2941604105451 |   373 |   384 |  1.1457236594922604 |
|       172 |  343.4579551568572 |  151.2963323343787 |   374 |   385 |   1.151019155566889 |
|       173 |  683.4348815133783 |  150.2901941038424 |   377 |   380 |  1.3685658074707525 |
|       174 |  740.3157557220497 | 150.33217018121138 |   378 |   381 |  1.3241537486763155 |
|       175 |  185.5875352750035 |  151.7750090138067 |   379 |   382 |  1.3672676154698251 |
|       176 |  516.2765532248967 | 151.84249788776677 |   382 |   386 |  1.4846884742811164 |
|       177 |  549.8986094304482 | 151.22337633766324 |   383 |   387 |  1.4978369237807747 |
|       178 |  575.9084516972291 | 152.68983561189685 |   386 |   388 |  1.2815108924478527 |
|       179 |  584.7691477944868 |   152.609441303905 |   387 |   389 |  1.3462570912648963 |
|       180 |  593.0165367632642 | 152.67370689714508 |   388 |   390 |   1.338426274655412 |
|       181 |  636.3331355499204 | 152.38241835472053 |   389 |   392 |  1.4024582225101383 |
|       182 |  617.2592846252116 | 153.37531122149193 |   394 |   395 |  1.3760866404786738 |
|       183 | 324.70938603672846 |  154.6343055346098 |   397 |   397 |   1.375727742598546 |
|       184 |  432.9043683482897 | 154.28738758804917 |   400 |   398 |  1.3914172554983597 |
|       185 |  606.1588093708085 | 153.36054892040212 |   401 |   391 |  1.2000116138022827 |
|       186 |  708.8430477709321 | 154.66432836865638 |   402 |   400 |  1.2834714531862539 |
|       187 | 107.99590819454997 |  155.5382729944294 |   404 |   401 |  1.3351682824414464 |
|       188 | 210.09582899343684 | 155.61704524951415 |   405 |   402 |  1.3754078268837215 |
|       189 |  646.4253043180804 |  155.6254286591273 |   406 |   404 |   1.398697689937669 |
|       190 |  691.7875166560142 | 156.71596902766288 |   410 |   406 |  1.2349543470737732 |
|       191 |  339.5325583747816 | 157.87435549129367 |   411 |   410 |  1.3743958090387147 |
|       192 |  525.5477181648873 | 157.74864788947662 |   413 |   408 |  1.4652572102398695 |
|       193 |   686.623327961541 | 157.94977974749278 |   414 |   409 |  1.2160697193539987 |
|       194 |  664.8695216307517 | 158.65475104835053 |   417 |   411 |  1.2011347180049532 |
|       195 |   680.766479431427 |  158.7222704256101 |   418 |   412 |   1.361264277317574 |
|       196 |  247.5332480974686 | 159.72485540061402 |   419 |   414 |  1.4408070685870715 |
|       197 | 285.41933765209944 |  159.3701508238081 |   420 |   415 |  1.4865766156079498 |
|       198 |  713.6684858132608 |  160.7219888609398 |   423 |   421 |   1.349847981445847 |
|       199 |  749.3789104438041 |   160.466845271664 |   424 |   422 |  1.3408361941553113 |
|       200 |  785.1992070063224 | 160.55922797515214 |   425 |   423 |   1.153206819462146 |
|       201 | 432.56892616775457 |  161.8851902549335 |   426 |   429 |  1.3135090423567597 |
|       202 |  502.7719055132436 | 161.73003670561076 |   427 |   426 |  1.3747448502591115 |
|       203 |  508.6328185916591 | 161.11157152333826 |   428 |   427 |  1.4538666757250196 |
|       204 |  642.3309697832308 | 162.83796102705378 |   431 |   431 |  1.3691147111602706 |
|       205 |  776.8116112173382 |  162.9274401872053 |   433 |   437 |  1.3434349074109833 |
|       206 |  272.0106749350647 | 163.23739140698356 |   435 |   434 |  1.4345467325719439 |
|       207 |  536.9144260124233 | 163.77942294457762 |   436 |   435 |  1.3322119343710255 |
|       208 |    765.10420219176 | 163.56599955245497 |   437 |   436 |  1.2987241416434612 |
|       209 |   283.473939916795 |  164.9230130505073 |   439 |   445 |  1.4230851529684465 |
|       210 | 376.12309469291364 |  164.0771297551468 |   440 |   440 |  1.4489693535651065 |
|       211 |      671.883691212 | 164.30712181821082 |   441 |   441 |  1.3588990066207436 |
|       212 |  364.7748883290668 |  165.1915306932855 |   444 |   446 |    1.44343875092304 |
|       213 | 396.08026954236834 | 165.11132126450713 |   445 |   447 |  1.4702566143123923 |
|       214 | 314.26001712622093 |  167.0712994554761 |   448 |   454 |  1.4003160258461345 |
|       215 | 415.06338705998803 | 166.25549156033475 |   449 |   451 |  1.4369954579794342 |
|       216 |   428.836151190038 | 166.89603733897485 |   450 |   456 |   1.310164077110869 |
|       217 |  547.1097876526774 |  166.7415656958861 |   451 |   452 |  1.4627994158668687 |
|       218 |  630.7055016974834 | 166.71515128890957 |   453 |   453 |   1.316276126970067 |
|       219 |    331.40173516403 | 167.10131727466987 |   455 |   455 |  1.4620813055059483 |
|       220 |  522.3311291254099 | 167.89912788253997 |   456 |   457 |  1.4263713834069394 |
|       221 |  558.9871717405181 |  167.5548939139476 |   457 |   458 |  1.3030866673110069 |
|       222 |  569.2479061722602 | 167.82164923679602 |   458 |   459 |  1.4232389509326806 |
|       223 |   650.171303643986 |  167.5728718448043 |   459 |   460 |  1.2796079330821262 |
|       224 | 140.78830986331315 |  169.2818806113204 |   462 |   463 |  1.4803242684527371 |
|       225 |  301.0978697212455 |  170.0294263982974 |   463 |   466 |  1.3164594752575727 |
|       226 |  682.4677990213602 | 170.08067017035444 |   465 |   469 |  1.3102334416163033 |
|       227 |  764.4584949768115 | 169.94702876933368 |   466 |   471 |  1.4148849809602921 |
|       228 |  635.9743437580737 |  170.8392367888029 |   469 |   467 |  1.3421395731247157 |
|       229 |   656.287186651874 | 170.74857212074136 |   470 |   468 |  1.3834069033979353 |
|       230 |  751.4549146716568 | 170.17038766270463 |   471 |   470 |   1.487681490745139 |
|       231 | 401.78296896972904 | 172.09864874359528 |   472 |   480 |  1.3178683176508272 |
|       232 | 477.92764425890215 | 171.71643498553522 |   473 |   474 |   1.359942603540602 |
|       233 |  624.5508719644785 | 171.81491400627328 |   474 |   475 |  1.4195039310766557 |
|       234 | 170.95066225822382 |  172.2907235664072 |   476 |   477 |  1.4197342072685823 |
|       235 | 206.00732294381285 |  172.5954739848641 |   477 |   478 |  1.3431153275920935 |
|       236 |  352.0959021562145 | 173.54690748060239 |   479 |   484 |  1.4612068932670055 |
|       237 |  360.9891570236491 | 173.55462703908597 |   480 |   485 |  1.4006093173618965 |
|       238 |  644.0116550429852 | 173.67762075440902 |   482 |   486 |  1.2962580284848495 |
|       239 |  570.2645121934054 | 174.51027506964272 |   486 |   489 |  1.3408489506458432 |
|       240 | 160.23166426717324 | 176.03468946796607 |   487 |   497 |  1.4473301939852805 |
|       241 |   224.775309841282 |  175.9713863291629 |   488 |   498 |  1.4161339912232793 |
|       242 | 279.78143664137053 | 175.75083857918418 |   489 |   490 |  1.4978396619669483 |
|       243 |  627.0187614124063 | 175.92870032718184 |   491 |   492 |  1.4662412642016887 |
|       244 |  87.92133551646734 | 176.84714546854636 |   493 |   496 |  1.3281002586812485 |
|       245 |  605.9107148594542 |  176.5251338369909 |   495 |   499 |  1.4570527761029828 |
|       246 |  711.2451819920739 | 176.25546950040302 |   497 |   500 |  1.3545602039097107 |
|       247 |  131.7463797210334 | 177.16047750413196 |   498 |   501 |  1.4621383717642766 |
|       248 |  689.0876735852912 | 177.16764310183348 |   499 |   502 |  1.2885499300085608 |
|       249 | 235.74603532497184 |  178.4095206676742 |   501 |   503 |  1.4015673421871486 |
|       250 | 321.06104147371553 | 178.52501017692703 |   502 |   504 |  1.2676240767841498 |
|       251 | 346.52184254897537 |   179.017412358919 |   503 |   509 |  1.2699390816665472 |
|       252 |  550.9565650783329 | 178.67285935856324 |   504 |   505 |   1.276027525067519 |
|       253 | 304.33075417123155 | 179.45317259261773 |   508 |   508 |  1.4655393284877105 |
|       254 |  397.9031874141992 | 179.57131524796876 |   509 |   510 |   1.365374177555217 |
|       255 | 416.08408024663845 | 179.21994210028438 |   510 |   511 |  1.2933487082909014 |
|       256 | 490.78878996097023 | 179.40440629953733 |   511 |   512 |  1.3592790762555909 |
|       257 |  228.6248961281757 | 181.05625995365614 |   513 |   514 |   1.399061314801776 |
|       258 |  307.5865878131828 | 181.82512997577186 |   519 |   519 |  1.4382314651185872 |
|       259 |   698.558244989662 |  182.0075586683455 |   522 |   527 |  1.3418378979310521 |
|       260 |   69.8925818563033 |  182.5723853551291 |   523 |   522 |  1.4939402619768802 |
|       261 | 495.84883174510946 | 182.85746194474694 |   525 |   524 |  1.3031170846434184 |
|       262 |  586.7578087761515 |  183.0947290194448 |   526 |   526 |  1.3839429651700212 |
|       263 |  773.2969601090462 | 182.27074125026638 |   527 |   528 |  1.3207803744446767 |
|       264 | 403.35399710823765 |  183.9681132865641 |   529 |   533 |  1.4013239619828215 |
|       265 |  512.3168290105912 | 183.22302207003042 |   531 |   529 |  1.3708866666958288 |
|       266 | 383.63336325146446 | 184.03838775170078 |   534 |   532 |  1.4971862842676373 |
|       267 |  672.2238746334998 | 184.67738338761666 |   535 |   537 |  1.3291144671895858 |
|       268 |  444.8091720243408 | 185.16356195617362 |   537 |   539 |   1.424745047411683 |
|       269 |  694.2630896951375 | 185.26378150080433 |   539 |   542 |  1.3347067200611964 |
|       270 |  711.3558268370491 | 185.25200190240434 |   540 |   543 |  1.3161816507077622 |
|       271 |  162.7245514364509 | 186.58101880375975 |   543 |   545 |   1.084325569527557 |
|       272 |  225.0114498896865 | 186.47144173357543 |   544 |   546 |  1.3900839657384658 |
|       273 | 276.86490463351265 | 185.99168485597147 |   545 |   547 |  1.4726846736519958 |
|       274 |  507.0223238657388 |  186.1162120132598 |   547 |   548 |   1.365893132723907 |
|       275 |  526.2939815660831 | 186.87236629173412 |   548 |   549 |   1.455870907679835 |
|       276 |  615.0006355682767 | 186.96694850002308 |   549 |   557 |  1.2874290236888386 |
|       277 |  634.4148875256153 | 186.07019909814287 |   550 |   550 |  1.4466993753878417 |
|       278 |   765.830733245296 | 186.57116013445892 |   551 |   551 |  1.2261450740050057 |
|       279 |  285.6730976971346 | 187.75245578167232 |   552 |   552 |  1.4116182670352446 |
|       280 | 301.52545524337677 |  187.7898081140203 |   553 |   553 |  1.4277797098930998 |
|       281 |  324.6006044800367 | 187.97040413187545 |   554 |   554 |  1.4707672480481402 |
|       282 | 430.56195777729874 | 187.83845195835727 |   555 |   555 |  1.4687568335882437 |
|       283 |  600.1507931373225 | 187.44804601711465 |   556 |   556 |  1.1482742948847817 |
|       284 |    715.32012188663 | 187.65884168991602 |   558 |   558 |  1.3164987910492343 |
|       285 | 314.37195061523516 |   188.846315205257 |   560 |   565 |   1.275998319859238 |
|       286 | 390.22950342657055 |  188.7257248240237 |   561 |   561 |  1.3810988288892745 |
|       287 |  672.3828504222934 | 188.69026306211842 |   562 |   568 |   1.340108204913179 |
|       288 |  721.9395188792953 | 188.21715036137715 |   563 |   562 |  1.3390040637799914 |
|       289 | 188.81715596375724 | 189.38237626679995 |   564 |   563 |  1.3921247502347311 |
|       290 |   558.934946990029 | 189.14263132684079 |   566 |   566 |  1.1217337886591154 |
|       291 |  571.7955185412559 |  189.5983342812941 |   567 |   567 |   1.277989434966106 |
|       292 | 147.29105145707257 | 190.91442738050097 |   569 |   571 |   1.454391326703053 |
|       293 | 480.25095460826833 | 190.15374117660565 |   570 |   569 |  1.4397957025483399 |
|       294 |  775.5445915126493 |  190.0157543860629 |   571 |   570 |  1.4598403182125828 |
|       295 |  354.8166479208106 | 191.30781002839012 |   573 |   572 |  1.3892512854284162 |
|       296 |  539.5356923196765 | 191.28456578834226 |   575 |   573 |    1.38525186091042 |
|       297 |  581.3035662835889 |  191.6178910465077 |   576 |   574 |  1.2631105506457911 |
|       298 | 190.44533289569347 | 192.45183447430497 |   578 |   575 |  1.3466100101906118 |
|       299 | 436.85927807136306 | 192.77707093667135 |   580 |   579 |   1.351257466605902 |
|       300 | 447.94068879013605 | 192.70795726306562 |   581 |   576 |  1.3038376312790094 |
|       301 | 130.08219342573682 |  193.9417974477094 |   582 |   583 |  1.2066852106047634 |
|       302 |  525.3171349864765 |  193.1038931796383 |   584 |   580 |  1.2418833257827748 |
|       303 |   630.272358337513 | 193.47893720187798 |   586 |   581 |  1.4227704161123993 |
|       304 |  402.6094467895337 |  194.7869431688688 |   589 |   585 |  1.3778020362855383 |
|       305 |  432.9727367737254 | 194.87729085490105 |   590 |   592 |   1.268972283289011 |
|       306 |  593.7454659620365 | 194.95235749466127 |   591 |   586 |  1.0647874207902688 |
|       307 |  657.8945459480257 | 194.83651020525667 |   592 |   596 |  1.2687930886846954 |
|       308 |  669.3399109085184 | 194.69012635552866 |   593 |   587 |  1.3510011724920694 |
|       309 |  691.9823393105087 |  194.5318321425874 |   595 |   588 |  1.3363178560654636 |
|       310 |  728.1585524678699 | 194.34845681095368 |   596 |   590 |  1.2067578909691996 |
