| Object_ID |           x_center |           y_center | aperture_radius |          mag_F336W |          mag_F555W |
|        70 |   586.120081562438 | 104.23604050487774 |             4.5 |  23.44188961315625 | 20.046829703491255 |
|        71 | 244.97422167528816 | 105.93831884685198 |             4.5 | 24.395304226819558 | 20.826040518408156 |
|        72 |  481.8368023005123 | 105.24228635949078 |             4.5 |  19.92180332681884 | 15.469385086848096 |
|        73 |  567.9433320012151 | 106.57855693839815 |             4.5 |  24.72128196800429 |  22.91702635831689 |
|        74 |  381.9567246862056 |  108.4938864865864 |             4.5 | 24.083688321191683 |  20.33629305784852 |
|        75 |  693.8081818486121 | 108.10664762032104 |             4.5 |  27.00408600215533 |  20.92981053048366 |
|        77 |  787.5906183259539 |  110.0629273038947 |             4.5 |  20.15654403130694 |  16.34663143516815 |
|        78 |  673.9810558150828 | 110.96707327783645 |             4.5 | 23.744990954965957 |  20.27643423026501 |
|        79 | 389.77032073663474 | 111.95514452592046 |             4.5 | 24.072796409939727 | 20.899119201353134 |
|        81 |  661.4789465298373 |   112.506733873612 |             4.5 | 24.084467826750778 | 21.092465879093098 |
|        83 |  111.2776734671271 | 116.04217671734496 |             4.5 | 22.641598374393958 | 20.126562517275463 |
|        84 |  399.8946988551024 | 115.82726685185332 |             4.5 |  24.13084773043029 | 20.082004055537418 |
|        86 |  584.1088084065375 | 115.35191667747665 |             4.5 | 23.347070485418765 | 19.598815927458567 |
|        87 |  700.3589496638162 |  115.2074978328622 |             4.5 |  23.37351431724822 | 20.320880889617385 |
|        88 |  747.3492799647344 | 116.26425138774135 |             4.5 | 22.465639674647324 | 19.462035521150653 |
|        89 |  425.9002282279596 | 116.26960021232637 |             4.5 | 22.586824458636265 | 19.126301490484444 |
|        92 | 444.71999521719414 | 117.68588257402104 |             4.5 |  24.50604709279563 |  20.18410146521908 |
|        93 |   750.299480118776 |  117.9385548572319 |             4.5 | 22.650643833102066 | 19.091057443331948 |
|        94 |  309.5696385741077 |  118.6525683149051 |             4.5 | 24.889105126593513 |  22.49730197724452 |
|        97 |  392.5091758613443 |  120.9108032491765 |             4.5 | 23.826200037338662 | 20.681666969629926 |
|        98 |  774.6649749197368 | 120.44793654849244 |             4.5 |    24.002197133012 | 20.384796678872156 |
|        99 |  341.9939472361509 | 121.60301806909715 |             4.5 | 23.922104651331015 | 20.652122710190906 |
|       100 |  546.8495638704328 |  121.7426034897102 |             4.5 | 25.841508171351308 |  23.33659990381122 |
|       101 |  611.4661474235406 | 121.53629602468294 |             4.5 |  23.57913148808582 | 21.162787658140967 |
|       103 |  413.3354632371634 | 122.62296816688851 |             4.5 | 24.602619073492527 | 20.963130075036094 |
|       104 |  540.2116390371514 |  122.5484212141744 |             4.5 | 23.220262765866465 | 19.774016246095847 |
|       105 |  765.4279820086726 |  122.4740514450963 |             4.5 | 23.698031921894568 | 20.663884388201318 |
|       106 |  795.5359302208665 | 122.47805974615684 |             4.5 |  22.69953639677671 |  19.19926310780586 |
|       107 | 254.88279694752487 | 123.54942512823206 |             4.5 | 24.087118269920857 | 20.959011589982165 |
|       108 | 320.25001383365327 | 124.10430434408713 |             4.5 |   27.2897553236505 | 21.285373455290806 |
|       110 |  681.9246753759878 | 123.84393657919003 |             4.5 |  22.73459774193739 | 19.047941265026683 |
|       111 |  695.2369408857124 | 123.45731078917166 |             4.5 | 23.323810209140465 | 20.339797225311322 |
|       113 | 431.81467150972946 | 124.32851458512164 |             4.5 | 23.260443245415207 | 19.069096735746985 |
|       114 |   473.862391032754 | 124.80243075532377 |             4.5 | 21.835327243136753 | 18.259575574294733 |
|       115 |  239.0921280659656 | 126.23808167957986 |             4.5 | 24.025065067750717 |   20.7578964941145 |
|       116 |  407.2488009901525 | 125.20881333484229 |             4.5 |  24.17146560040205 | 20.766797258863363 |
|       117 |  391.3591092405859 | 126.78154808920047 |             4.5 | 24.615198070545183 |  20.64526979394966 |
|       118 |  600.8167861649237 | 126.86108454146652 |             4.5 |  22.50289807790926 | 19.370669332627273 |
|       119 |  753.3593487710532 | 127.14136077985447 |             4.5 |  23.03182593594058 |  19.95598655961922 |
|       120 |   386.664487069728 | 127.89303280431034 |             4.5 | 22.902966198836033 | 19.658434509792528 |
|       122 | 190.90183816228028 |  129.2511330289073 |             4.5 |  24.23367475343358 | 21.134023281295605 |
|       123 | 456.91316228316435 | 130.53131694453236 |             4.5 | 22.106454861356603 |  18.10045900923782 |
|       125 |  339.4869176576001 |  132.0785075131515 |             4.5 |  23.90504104463454 | 20.702562442419755 |
|       126 |   347.156727347618 |  131.1996567508871 |             4.5 |  25.00108322201685 | 25.791781011530688 |
|       127 |  656.2278437738257 | 131.30234042038313 |             4.5 | 23.782448236104308 |  20.28085510593411 |
|       128 | 232.18226212982006 | 133.12080726233245 |             4.5 | 27.870869441047702 |  21.95134730172059 |
|       129 |   609.615128682635 | 132.98048533340568 |             4.5 | 24.276294217046335 | 21.017831467444992 |
|       130 |  619.7671344783873 | 132.87274896028384 |             4.5 | 24.473430550178946 |  21.28084924501801 |
|       131 |  633.7296359106847 | 132.58412756935002 |             4.5 |  23.36529913389884 | 20.067852257330657 |
|       132 |  84.20233766342645 |  133.1551414162703 |             4.5 | 24.082277527071454 |  20.92500909629848 |
|       134 |  672.5408686665273 |  134.3969875077289 |             4.5 | 24.069897404943003 | 20.271778560772873 |
|       136 |  326.4467047450996 |  135.5271419738852 |             4.5 | 23.222443533397023 |   19.9690840250008 |
|       139 |  499.1269941407112 |   136.075984364243 |             4.5 | 20.472572183167884 | 15.931162339882238 |
|       140 |  562.9792902376674 | 136.43118402560884 |             4.5 |  22.71998248535311 | 19.492166209864966 |
|       142 | 306.39332023721624 |  137.7695950611345 |             4.5 | 26.292519400861096 | 22.504209424569794 |
|       143 | 373.37611932939717 | 137.23742530310622 |             4.5 | 23.158297655187514 | 19.786642855196536 |
|       144 |  262.8097999420005 | 138.44621336998182 |             4.5 |  23.01506520336205 | 18.842209784236267 |
|       145 |   513.569605980625 | 139.05273171520895 |             4.5 |  24.40628187776451 | 22.340328703150163 |
|       146 |  702.5330251316102 |  139.0562083543738 |             4.5 |  23.49370836943406 | 20.197934822697597 |
|       147 |  99.75154965538951 | 139.45799895229587 |             4.5 | 24.033367086548317 |   20.6211610821836 |
|       150 | 232.03122611036306 | 141.48542654463756 |             4.5 |  23.55420265720171 | 20.904163001803727 |
|       151 |  663.8610899194489 | 141.77961772418982 |             4.5 | 23.751263245739146 |  19.94344856671339 |
|       153 |  714.8900447198413 |  142.4919176072853 |             4.5 | 23.659275290056872 | 19.768949924850393 |
|       155 |  676.0925131539682 | 143.08298297235905 |             4.5 | 23.107880691825713 | 19.549529637386836 |
|       156 |  684.1212531880369 | 143.05099930662868 |             4.5 | 26.983794188781395 |  21.16336391121626 |
|       157 |  691.7745379202102 | 143.64878505288033 |             4.5 | 22.615542989232637 |  19.28503672173102 |
|       158 | 184.63903846392083 | 144.33457686080013 |             4.5 | 22.605223041755927 | 19.153308709334635 |
|       159 |  627.6112700085952 | 144.49484152618408 |             4.5 |  25.47213568913785 | 21.488779849885898 |
|       160 |  761.8535493888265 | 144.75076598529859 |             4.5 | 23.587225408883373 | 20.626099259504073 |
|       162 | 268.18413067533527 | 145.51775461546748 |             4.5 | 23.031045431641203 |  20.47444020024931 |
|       163 |  458.7671071611753 |  145.7435988284243 |             4.5 | 22.060387234135618 |  18.08552841003829 |
|       164 |  526.1627876848792 |  145.7488662351048 |             4.5 | 23.325163347430077 | 20.054469230271742 |
|       165 |  652.0664166203953 | 144.98678912858577 |             4.5 |  25.09166350094629 | 21.306021072025757 |
|       166 | 201.96769093907622 |   148.040978085255 |             4.5 | 23.347550159047692 | 20.050543382249383 |
|       167 |  552.9922083452923 | 147.73362992775492 |             4.5 |  23.11023349050948 | 19.966933122678483 |
|       168 |  567.6586598672077 | 149.04400884039944 |             4.5 |  22.34743735991142 | 18.972303994639972 |
|       169 |  720.6234332707352 | 148.82454546830434 |             4.5 | 22.321370294661136 | 19.059702614862502 |
|       170 | 113.08010630381618 | 150.53063504031763 |             4.5 | 23.416570587251435 | 20.059481007728348 |
|       171 |  332.8882018094022 |  151.2941604105451 |             4.5 | 23.450365815302746 |  19.91687682878288 |
|       174 |  740.3157557220497 | 150.33217018121138 |             4.5 | 23.053769877135654 |  19.66255356891357 |
|       176 |  516.2765532248967 | 151.84249788776677 |             4.5 | 23.245079460349025 |  19.93586180455541 |
|       177 |  549.8986094304482 | 151.22337633766324 |             4.5 | 23.765403293594662 |  20.08969594054488 |
|       179 |  584.7691477944868 |   152.609441303905 |             4.5 |  22.04028412886383 | 17.183008318858537 |
|       180 |  593.0165367632642 | 152.67370689714508 |             4.5 | 20.309946591826574 | 16.619156725562547 |
|       181 |  636.3331355499204 | 152.38241835472053 |             4.5 | 23.229593520086535 | 19.871123993425513 |
|       182 |  617.2592846252116 | 153.37531122149193 |             4.5 |  20.21815986068534 |  16.35446613814284 |
|       183 | 324.70938603672846 |  154.6343055346098 |             4.5 | 24.268452825169046 | 20.532641772539314 |
|       184 |  432.9043683482897 | 154.28738758804917 |             4.5 | 22.104417011658327 |  17.73354145037357 |
|       186 |  708.8430477709321 | 154.66432836865638 |             4.5 | 23.374347579984494 | 20.177826102607284 |
|       188 | 210.09582899343684 | 155.61704524951415 |             4.5 |  25.18994255273244 | 21.756698130168363 |
|       189 |  646.4253043180804 |  155.6254286591273 |             4.5 | 23.320396257671444 |  19.80054777201154 |
|       190 |  691.7875166560142 | 156.71596902766288 |             4.5 | 24.525904294092165 |  21.27979587550839 |
|       192 |  525.5477181648873 | 157.74864788947662 |             4.5 |  23.24271385541538 |  19.97388618706026 |
|       196 |  247.5332480974686 | 159.72485540061402 |             4.5 | 24.588971208893163 |  21.04628000108274 |
|       198 |  713.6684858132608 |  160.7219888609398 |             4.5 | 25.440172870992008 |  22.82236127176438 |
|       199 |  749.3789104438041 |   160.466845271664 |             4.5 |  22.58058272721539 | 19.158972988661315 |
|       202 |  502.7719055132436 | 161.73003670561076 |             4.5 | 22.140368447601524 | 18.863052935619724 |
|       204 |  642.3309697832308 | 162.83796102705378 |             4.5 |  22.87562235834824 | 19.803075127346112 |
|       205 |  776.8116112173382 |  162.9274401872053 |             4.5 | 24.882953779048695 | 22.122637368782865 |
|       206 |  272.0106749350647 | 163.23739140698356 |             4.5 |  23.64769315274038 | 20.043885750774017 |
|       208 |    765.10420219176 | 163.56599955245497 |             4.5 | 22.848283697416424 | 19.664514905179974 |
|       209 |   283.473939916795 |  164.9230130505073 |             4.5 | 23.643819703581766 | 20.520600122170364 |
|       210 | 376.12309469291364 |  164.0771297551468 |             4.5 | 24.998711055365142 |  21.77251432961732 |
|       211 |      671.883691212 | 164.30712181821082 |             4.5 | 25.229810606800985 | 20.369271384453835 |
|       212 |  364.7748883290668 |  165.1915306932855 |             4.5 |  22.61850839075963 | 18.724272304667746 |
|       213 | 396.08026954236834 | 165.11132126450713 |             4.5 | 20.693893316575785 | 16.232550288423948 |
|       214 | 314.26001712622093 |  167.0712994554761 |             4.5 | 22.845397311880077 |  19.57155787164757 |
|       215 | 415.06338705998803 | 166.25549156033475 |             4.5 | 25.693489486299196 |  21.86481467845143 |
|       216 |   428.836151190038 | 166.89603733897485 |             4.5 |  23.23745863328546 | 19.754422975212833 |
|       217 |  547.1097876526774 |  166.7415656958861 |             4.5 | 23.957077574376452 | 20.580626947753043 |
|       218 |  630.7055016974834 | 166.71515128890957 |             4.5 | 22.303902781956985 | 18.505630965969264 |
|       219 |    331.40173516403 | 167.10131727466987 |             4.5 | 23.417984868365355 |  20.08298852628233 |
|       220 |  522.3311291254099 | 167.89912788253997 |             4.5 | 23.404811850927686 | 20.210624238452635 |
|       221 |  558.9871717405181 |  167.5548939139476 |             4.5 | 23.213195255707276 |  19.99802208664608 |
|       222 |  569.2479061722602 | 167.82164923679602 |             4.5 |  22.48931190411819 |  19.15373372560248 |
|       224 | 140.78830986331315 |  169.2818806113204 |             4.5 | 23.023059460277917 | 19.967746232983124 |
|       225 |  301.0978697212455 |  170.0294263982974 |             4.5 | 23.272556846207635 | 20.251885376365802 |
|       226 |  682.4677990213602 | 170.08067017035444 |             4.5 | 20.396102979235586 | 15.972826924769947 |
|       229 |   656.287186651874 | 170.74857212074136 |             4.5 | 23.220422643362227 |  20.37591897994917 |
|       230 |  751.4549146716568 | 170.17038766270463 |             4.5 |  23.44106569218524 |  20.41612414947077 |
|       232 | 477.92764425890215 | 171.71643498553522 |             4.5 | 22.720087384322863 | 19.303845831053227 |
|       235 | 206.00732294381285 |  172.5954739848641 |             4.5 |  24.43502158271157 | 20.846117920162555 |
|       236 |  352.0959021562145 | 173.54690748060239 |             4.5 | 24.794504567626603 | 20.699308821060196 |
|       237 |  360.9891570236491 | 173.55462703908597 |             4.5 |  22.73202717097212 |  19.15694641161717 |
|       238 |  644.0116550429852 | 173.67762075440902 |             4.5 | 23.738552311276216 | 20.623444931328514 |
|       240 | 160.23166426717324 | 176.03468946796607 |             4.5 | 20.193581037278722 | 16.378286180241716 |
|       241 |   224.775309841282 |  175.9713863291629 |             4.5 | 23.935180247258334 | 20.967264319096397 |
|       242 | 279.78143664137053 | 175.75083857918418 |             4.5 | 22.891483553287262 | 19.507026322093946 |
|       243 |  627.0187614124063 | 175.92870032718184 |             4.5 |  23.17125818243834 | 19.418190606432447 |
|       244 |  87.92133551646734 | 176.84714546854636 |             4.5 | 24.174386115816773 | 21.099486514430872 |
|       246 |  711.2451819920739 | 176.25546950040302 |             4.5 |  23.62590254330435 | 20.773679650447633 |
|       247 |  131.7463797210334 | 177.16047750413196 |             4.5 | 23.126187033166868 | 19.923910235051615 |
|       249 | 235.74603532497184 |  178.4095206676742 |             4.5 | 23.704051164080067 |  20.53887888679115 |
|       251 | 346.52184254897537 |   179.017412358919 |             4.5 | 24.193719197093095 | 21.184394087458877 |
|       252 |  550.9565650783329 | 178.67285935856324 |             4.5 | 24.401334844414958 | 20.650530383445638 |
|       255 | 416.08408024663845 | 179.21994210028438 |             4.5 |  25.17475331402712 | 23.184815053112544 |
|       256 | 490.78878996097023 | 179.40440629953733 |             4.5 | 23.532118047565188 |  21.16639744923169 |
|       259 |   698.558244989662 |  182.0075586683455 |             4.5 | 24.146002513482358 |  20.52911073180093 |
|       260 |   69.8925818563033 |  182.5723853551291 |             4.5 |  23.47174862296157 | 20.283535879259105 |
|       261 | 495.84883174510946 | 182.85746194474694 |             4.5 |  23.93728946178329 | 20.110538541667488 |
|       262 |  586.7578087761515 |  183.0947290194448 |             4.5 | 22.695308829461606 |  19.49456247144882 |
|       264 | 403.35399710823765 |  183.9681132865641 |             4.5 | 20.092590287742652 |  16.36334850746285 |
|       265 |  512.3168290105912 | 183.22302207003042 |             4.5 | 23.841490046130698 |  19.66702023376989 |
|       267 |  672.2238746334998 | 184.67738338761666 |             4.5 | 22.702290443659596 | 19.258589779529533 |
|       269 |  694.2630896951375 | 185.26378150080433 |             4.5 |  23.45882784654626 | 20.115254299758327 |
|       270 |  711.3558268370491 | 185.25200190240434 |             4.5 | 23.181745503613342 | 20.329977343134154 |
|       272 |  225.0114498896865 | 186.47144173357543 |             4.5 |  24.63457830042849 | 20.786107575061116 |
|       273 | 276.86490463351265 | 185.99168485597147 |             4.5 |  21.47272715555723 | 17.872446663148253 |
|       275 |  526.2939815660831 | 186.87236629173412 |             4.5 | 20.862429916189754 |  16.55776276775065 |
|       277 |  634.4148875256153 | 186.07019909814287 |             4.5 | 23.850467962503096 |  20.77708983295848 |
|       278 |   765.830733245296 | 186.57116013445892 |             4.5 |  24.32613540005711 | 21.134306644930415 |
|       280 | 301.52545524337677 |  187.7898081140203 |             4.5 | 21.855172827303925 |  18.20596756307184 |
|       281 |  324.6006044800367 | 187.97040413187545 |             4.5 |  23.42360173948915 | 20.105070884630695 |
|       283 |  600.1507931373225 | 187.44804601711465 |             4.5 |  24.94481118680798 |  21.96197280663735 |
|       284 |    715.32012188663 | 187.65884168991602 |             4.5 | 23.528757022116178 | 19.875293551565704 |
|       287 |  672.3828504222934 | 188.69026306211842 |             4.5 | 25.560005012541172 | 20.131094434629162 |
|       288 |  721.9395188792953 | 188.21715036137715 |             4.5 |  24.72493775723579 |  20.56098178604467 |
|       289 | 188.81715596375724 | 189.38237626679995 |             4.5 | 22.432291212350187 | 19.107129416840273 |
|       291 |  571.7955185412559 |  189.5983342812941 |             4.5 | 21.560071223098284 |  17.47600569040076 |
|       292 | 147.29105145707257 | 190.91442738050097 |             4.5 |  22.86511014631421 | 19.403050519685273 |
|       293 | 480.25095460826833 | 190.15374117660565 |             4.5 |  27.08309946173537 | 20.002615861865802 |
|       294 |  775.5445915126493 |  190.0157543860629 |             4.5 | 23.603932475136727 | 21.059524028161157 |
|       295 |  354.8166479208106 | 191.30781002839012 |             4.5 | 23.861879374378468 | 20.379452769726353 |
|       296 |  539.5356923196765 | 191.28456578834226 |             4.5 |  23.45519232781939 | 20.118435546149968 |
|       298 | 190.44533289569347 | 192.45183447430497 |             4.5 | 22.936735196859274 | 19.085387237518233 |
|       299 | 436.85927807136306 | 192.77707093667135 |             4.5 |  23.65314795492413 | 20.782340099299176 |
|       300 | 447.94068879013605 | 192.70795726306562 |             4.5 | 22.672149288279233 |  19.37196228019156 |
|       301 | 130.08219342573682 |  193.9417974477094 |             4.5 |  24.31768816022619 | 20.916768831051037 |
|       304 |  402.6094467895337 |  194.7869431688688 |             4.5 | 23.260293456065263 | 20.217616397377203 |
|       305 |  432.9727367737254 | 194.87729085490105 |             4.5 | 23.941559063500083 | 20.663868713977035 |
|       306 |  593.7454659620365 | 194.95235749466127 |             4.5 | 23.881430284850488 |  21.24089055205204 |
|       307 |  657.8945459480257 | 194.83651020525667 |             4.5 | 25.254999212451857 | 21.189582684857285 |
|       308 |  669.3399109085184 | 194.69012635552866 |             4.5 | 22.936694682968156 | 19.521174158937452 |
|       312 |  516.9175566312557 | 195.12731260062452 |             4.5 |  24.84836602427493 | 21.489726714625743 |
|       315 |  96.91385982624138 |   196.228978486483 |             4.5 |  24.51385994960105 |  21.08631321640723 |
|       316 | 134.64152524802162 | 198.11542915224896 |             4.5 | 26.562937743960845 |  22.08099430925627 |
|       317 |    421.91620653131 | 197.23204464220277 |             4.5 |  23.51596916644985 | 19.981742529249107 |
|       318 |  685.6923532105698 |  197.6698263401344 |             4.5 | 24.184654016510432 | 20.439349806043857 |
|       319 |  760.7702259925434 | 198.79013725696962 |             4.5 |  22.68780346382421 | 19.395068251338774 |
|       320 |  114.8554629679319 | 199.51692756609506 |             4.5 | 23.744254738442912 | 20.314077454816974 |
|       321 | 180.43594348730883 |  200.0565947159276 |             4.5 | 24.083788744113324 | 20.920465575595728 |
|       322 | 430.04319618445675 | 199.31485135216832 |             4.5 |  23.70701256314893 |  21.20893291644552 |
|       323 |  598.3140437573342 | 199.36726020519941 |             4.5 | 23.377069228305178 | 20.059649402607175 |
|       324 |  321.1433691206977 | 200.33138876168587 |             4.5 | 23.055986132134706 | 19.936059601191374 |
|       325 |  700.5885045958128 | 200.51083941126112 |             4.5 |  25.30765462402079 | 21.784009811978503 |
|       328 |  532.9488146426481 |  202.9101737754904 |             4.5 | 25.133148540723408 | 21.406766823596246 |
|       329 |   751.808475807133 |  202.7593019675117 |             4.5 | 23.523492942678075 | 20.236701187622153 |
|       330 | 235.31466439827815 | 203.69940771182598 |             4.5 | 26.354002778357955 | 23.112227500188393 |
|       331 |  677.1088784733672 | 203.41120733672616 |             4.5 | 23.708130578535137 |  20.23478960424905 |
|       333 |  739.2422405156765 | 204.89971870829703 |             4.5 |  24.63241235088782 | 20.910476138683915 |
|       334 | 134.02790083494193 | 205.15150235019627 |             4.5 | 24.517498840432257 |  20.81793445306617 |
|       335 | 142.51675891498186 |  205.9343751396587 |             4.5 |  23.30758525555303 | 20.435498929146256 |
|       336 |  375.0522659075913 |  206.1681519204874 |             4.5 |  22.97750494050597 |  19.62297929735516 |
|       337 |  511.6860082944717 | 205.56176039918853 |             4.5 |  24.37660620632873 |  21.34379784897385 |
|       339 |  430.7473833087293 | 206.28341004213968 |             4.5 | 23.738848899503143 | 20.168323877594567 |
|       341 |   690.009858713815 | 206.37419595910546 |             4.5 |  22.55343533243958 |  19.10047256678703 |
|       342 | 177.19841860264063 | 207.07309734141714 |             4.5 | 24.078453438063434 | 20.695719777400935 |
|       343 | 289.51271763753016 |  207.8178501950313 |             4.5 | 22.763011003631398 | 19.273204748461843 |
|       345 |  768.6603622164373 | 207.61146428792102 |             4.5 |   22.7760890544644 | 19.485771842876687 |
|       346 |  345.9570724900665 | 208.51030440811783 |             4.5 |  23.47039193715957 |   20.3154817544221 |
|       347 | 376.05079266587046 |  208.8851026827071 |             4.5 | 23.823404820449642 | 20.057337676420193 |
|       348 |  590.1580598320247 | 208.65738946250315 |             4.5 |  23.75378061467803 |  20.19719736230781 |
|       349 |  662.7181042780556 | 208.76898748851724 |             4.5 | 22.892985019712448 |  19.13652294925925 |
|       350 |  706.6140001434126 | 208.95447314160964 |             4.5 |   22.7989471968253 | 19.655285419348456 |
|       351 |  798.2945012685533 |  208.4367703808542 |             4.5 |  24.63267846882755 | 21.522064683020275 |
|       352 |  285.1898913262022 | 209.47635476076135 |             4.5 | 23.007164982263355 | 19.884632830714025 |
|       353 |  784.0020462832904 | 210.07244775176878 |             4.5 | 22.635611858731544 | 19.184500375596116 |
|       355 |  559.2250587584856 | 210.47947252494538 |             4.5 | 22.799112295141356 | 19.914892981317852 |
|       357 |  67.84993708792098 | 211.45442076924735 |             4.5 | 22.916484752058526 | 19.634794828401986 |
|       358 |  224.0356305264673 | 211.29932985476879 |             4.5 | 22.099817935214432 | 18.132676937299312 |
|       359 |  85.13524018730425 | 213.05718204012487 |             4.5 | 23.071701870360993 |  19.88212569770116 |
|       360 | 206.66145275170007 |  212.8039861530375 |             4.5 | 23.606237888884028 |  20.32344537324509 |
|       361 | 276.05972303697354 | 212.95689907183544 |             4.5 | 23.482414072577896 |  20.09675784899421 |
|       363 |  238.8426224594475 | 213.89852516535274 |             4.5 | 23.003197484764048 |  19.68978655838907 |
|       364 |  633.0554160329932 | 213.64576543264712 |             4.5 |  23.74372444861123 | 20.879757525850803 |
