| Object_ID |           x_center |           y_center |
|         1 |  340.5867725080303 |  50.38877881211888 |
|         2 | 138.56187966150077 |  50.31374315008134 |
|         3 |  278.1209459428171 |  50.08989484112894 |
|         4 |   679.963922826421 |  50.41431053945438 |
|         5 |  718.9205812927813 |  52.75648595846341 |
|         6 | 282.97859903991434 |  54.08235403303018 |
|         7 | 333.97791474840903 |    53.307522354873 |
|         8 |  642.9291891833874 |  52.72922735316732 |
|         9 |  691.8265343644902 |  54.18674785982385 |
|        10 |  58.51999382263767 |  55.31250458926489 |
|        11 | 144.72073248033306 |  54.68165634202467 |
|        12 |  353.9237441808232 |  54.50286060254415 |
|        13 |   468.488407974204 |   54.8129757216969 |
|        14 |  568.3459879586557 | 55.272219616253864 |
|        15 |  650.1111440221641 |  55.91473067488512 |
|        16 |  544.6681105770668 |  57.60521962243329 |
|        17 |  677.1490154143723 |  56.85842031144778 |
|        18 | 422.15401991364877 |  58.00707665603274 |
|        19 |  554.9525897564888 |  57.84265798837918 |
|        20 |  706.8013780480045 |  57.29460989551284 |
|        21 |  722.9062520364052 | 57.524659319719106 |
|        22 |  293.6656194398272 |  59.30197433923688 |
|        23 | 354.88223427796584 | 59.017328211412135 |
|        24 |  269.2439872315636 |  59.91148649659869 |
|        25 |  578.3191940294508 |  60.38627538254192 |
|        26 |  629.5055908589516 | 60.159342977492244 |
|        27 |  662.1831191170369 |  60.58942888545517 |
|        28 |   709.831593857003 |  60.77087702599908 |
|        29 |  492.3787231337726 | 61.605762115468906 |
|        30 |  652.8056644523426 | 61.779458003530706 |
|        31 | 458.19193935359993 | 62.677871675989415 |
|        32 |  590.0245775017261 |  63.21805055157126 |
|        33 |  69.78899236821267 |  63.49178620742327 |
|        34 |  121.5854878095811 | 63.599528760864516 |
|        35 |  286.8654042586407 | 63.892544329130565 |
|        36 |  329.2025321701155 | 63.275261430010474 |
|        37 | 400.63918180427544 |  64.53960368359931 |
|        38 |  556.0474906887656 |  64.21510922025669 |
|        39 |  604.8617626237824 |     64.49933146699 |
|        40 |  690.4356765461774 |  63.52194366011911 |
|        41 |  736.3676250729604 |  64.82856029343321 |
|        42 |   784.009755294003 |  64.90861139404593 |
|        43 |   167.104500349136 |  66.35111442940556 |
|        44 | 191.34121399099237 |  65.38985693525547 |
|        45 | 379.71485808029405 |  65.47499276325273 |
|        46 | 393.45512911776257 |  65.79266806576366 |
|        47 |  465.8705886677579 |  65.95667800067217 |
|        48 |  502.1306379544717 |  65.95003075986997 |
|        49 |  666.0858645131102 |  65.44342507631168 |
|        50 | 209.93615470314998 |  66.50130789040584 |
|        51 | 442.63777604949087 |  67.23436681222684 |
|        52 |  738.2773486270016 |  67.21559166254293 |
|        53 |   545.696190465587 |  68.77781486962229 |
|        54 |   602.996478413065 |   67.4199230751766 |
|        55 |   89.9898168479633 |  69.34044180263791 |
|        56 |  400.5784372959938 |  69.12712987232524 |
|        57 |  471.9939745738849 |  69.45627155846596 |
|        58 |  557.7375982993875 |   70.2961123496073 |
|        59 | 157.79155332824084 |  71.33212038847874 |
|        60 |  314.0956272663439 |  71.22667823701592 |
|        61 |  771.1989056032304 |  70.26221694277153 |
|        62 |  179.1539816503984 |  72.08555389824497 |
|        63 |   585.567970746401 |    72.883801058788 |
|        64 |  695.5255495704099 |  72.34459935018228 |
|        65 |  796.7346941952078 |  72.31901823912858 |
|        66 | 166.56719728872113 |   72.6886864625531 |
|        67 |   514.561786916827 |  73.80244716332153 |
|        68 |   591.863385797198 |  73.36558634640377 |
|        69 |  383.2520301319962 |  74.24838942434471 |
|        70 |  582.6084789638518 |  75.33491197601711 |
|        71 |  610.0422419183882 |   74.4635460353557 |
|        72 |  753.1867535321988 |  74.55571969224991 |
|        73 | 119.58646675285816 |  76.43063180584568 |
|        74 | 148.32810261148214 |  75.49201704715891 |
|        75 | 179.62615925229952 |  75.90514833730667 |
|        76 |  397.5007314714724 |  75.40221985029493 |
|        77 |  796.0817336195765 |  77.21188353421157 |
|        78 | 189.74918792446212 |  77.78166593120983 |
|        79 | 215.08746223266684 |  78.41478188527154 |
|        80 |  292.0071956246568 |  78.29521979766685 |
|        81 |  591.3167024736102 |  78.10482777363956 |
|        82 |  785.9201806304436 |  78.00049434178821 |
|        83 |  83.36098943472413 |  79.49153376688518 |
|        84 |  605.9820180649793 |  78.34303936208366 |
|        85 |  75.54705057115208 |  79.94217974733114 |
|        86 |  271.4960093689591 |  79.77891320759792 |
|        87 | 280.75757166828356 |  79.95432715229256 |
|        88 |  307.8772677088713 |   80.4685307935781 |
|        89 |  375.3232128980569 |   79.5780660523979 |
|        90 |   649.914053771224 |  80.04012473215012 |
|        91 |  659.9600665731223 |  79.58617419301737 |
|        92 |  681.1123729663854 |  80.50812443009492 |
|        93 | 112.96817291030071 |   81.1718596402545 |
|        94 | 266.78079186561774 |  80.72375245868619 |
|        95 | 336.73891826209456 |  81.03011945283332 |
|        96 | 368.29319398020033 |  80.64363242521631 |
|        97 |  422.3782687923981 |  81.34660289183863 |
|        98 |  443.0833639813291 |   81.4410713666839 |
|        99 |  157.4162452599184 |  82.35292332857382 |
|       100 | 228.66862985291576 |  81.88592743914404 |
|       101 |  464.0319874014683 |   81.7749772725042 |
|       102 |   685.790987146433 |   82.0313806360557 |
|       103 | 284.61489160030203 |  82.61573886743786 |
|       104 |  398.4598754961622 |  82.73828633947745 |
|       105 |  566.2529810475515 |  83.96714371945183 |
|       106 |  697.0822313930812 |   84.5153934838873 |
|       107 |  362.8389160422157 |  84.89529606064718 |
